Reporting Year,StateName,LEAName,NCESID,Year used to make the LEA/ESA/SEA determinations,"Total LEA/ESA allocation for Section 611 of IDEA FFY 2010 ($)","Total LEA/ESA allocation for Section 611 of IDEA FFY 2011 ($)","Increase in LEA/ESA allocations forSection 611 from FFY 2010 to FFY 2011 ($)","Total LEA/ESA allocation for Section 619 of IDEA FFY 2010 ($)","Total LEA/ESA allocation for Section 619 of IDEA FFY 2011 ($)","Increase in LEA/ESA allocations forSection 619 from FFY 2010 to FFY 2011 ($)","Total LEA/ESA allocationsfor Section 611 and 619 of IDEA for FFY 2011 ($)",15% of the total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2011 ($),"Determination under 34 CFR  300.600(a)(2) that controls whether the LEA may be able to reduce MOE during SY 2011-12","Reduction  of local and/or state funds taken pursant toSection 613(a)(2)(C) by the LEA/ESA during SY 2011-12($)","Percent of the available reduction taken by LEA /ESA during SY 2011-12 (%)","Required CEISWas the LEA/ESA required to use 15% of funds for CEIS due to significant disproportionality in SY 2011-12? (Y/N)","Required CEISAmount reserved for required CEIS in the LEA /ESA in SY 2011-12($)","Required CEISPercent taken for required CEIS in the LEA /ESA in SY 2011-12 ($)","Voluntary CEISDid the LEA/ESA voluntarily use up to 15% of IDEA 611 and 619 fund for CEIS in SY 2011-12? (Y/N)","Voluntary CEISAmount reserved for voluntary CEIS in SY 2011-12 ($)","Voluntary CEISPercent taken for voluntary CEIS during SY 2011-12 (%)","Total number of children receiving CEIS under the IDEA in the LEA/ESA during SY 2011-12","Total number of children who received CEISunder the IDEA anytime in the past two school years (including SY 2009-10, SY 2010-11 and SY 2011-12) and received special education and related services in SY 2011-12"
2011,Alaska,Valdez City School District,200780,2010-11,177143,183462,6319,17174,12875,-4299,196337,29450.55,2,0,0,+,+,+,0,0,0,0,0
2011,Alaska,Chugach School District,200800,2010-11,52545,49548,-2997,3155,2361,-794,51909,7786.35,2,0,0,+,+,+,0,0,0,0,0
2011,Alaska,Wrangell Public School District,200810,2010-11,89368,95212,5844,10916,8189,-2727,103401,15510.15,1,0,0,+,+,+,0,0,0,0,0
2011,Alaska,Yakutat School District,200840,2010-11,29760,31606,1846,3896,2923,-973,34529,5179.35,2,0,0,+,+,+,0,0,0,0,0
2011,Alaska,Yukon-Koyukuk School District,200862,2010-11,301582,275891,-25691,341,205,-136,276096,41414.4,2,0,0,+,+,+,0,0,0,0,0
2011,American Samoa,DOE-TERR OF AMERICAN SAMOA,6000030,2010-11,6297058,6579306,282248,0,0,0,6579306,986895.9,2,0,0,0,0,0,0,0,0,0,0
2011,Arizona,CAVE CREEK UNIFIED DISTRICT,400001,2010-11,706655.13,745840.07,39184.94,25193.05,25187.33,-5.72,771027.4,115654.11,1,+,0,0,+,+,0,0,0,0,60
2011,Arizona,CHINO VALLEY UNIFIED DISTRICT,400003,2010-11,490390.43,473597.74,-16792.69,24791.54,24744.87,-46.67,498342.61,74751.39,1,+,0,0,+,+,1,44644.12,8.96,42,4
2011,Arizona,CLARKDALE-JEROME ELEMENTARY DISTRICT,400004,2010-11,59768.96,65687.6,5918.64,58.5,62.36,3.86,65749.96,9862.49,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,SALOME CONSOLIDATED ELEMENTARY DISTRICT,400005,2010-11,33851.55,34053.6,202.05,2455.77,2454.92,-0.85,36508.52,5476.28,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,CENTER FOR ACADEMIC SUCCESS  INC.,400016,2010-11,96035.32,106651.86,10616.54,0,0,0,106651.86,15997.78,2,+,0,0,+,+,1,15997,15,310,17
2011,Arizona,PINE FOREST EDUCATION ASSOCIATION  INC.,400018,2010-11,33777.25,32095.14,-1682.11,0,0,0,32095.14,4814.27,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,FLAGSTAFF ARTS AND LEADERSHIP ACADEMY,400019,2010-11,42398.09,43309.39,911.3,0,0,0,43309.39,6496.41,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,COLORADO CITY UNIFIED DISTRICT,400021,2010-11,154845.24,249267.59,94422.35,22986.6,23110.4,123.8,272377.99,40856.7,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,VERNON ELEMENTARY DISTRICT,400022,2010-11,18902.98,24032.05,5129.07,506.02,511.65,5.63,24543.7,3681.56,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,PINON UNIFIED DISTRICT,400023,2010-11,232995.52,227490.03,-5505.49,221.24,197.83,-23.41,227687.86,34153.18,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,HEBER-OVERGAARD UNIFIED DISTRICT,400026,2010-11,83983,82187.2,-1795.8,5443.48,5435.26,-8.22,87622.46,13143.37,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,TRIUMPHANT LEARNING CENTER,400028,2010-11,10080.61,10812.65,732.04,0,0,0,10812.65,1621.9,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,VENTANA ACADEMIC CHARTER SCHOOL,400031,2010-11,17776.51,17326.17,-450.34,0,0,0,17326.17,2598.93,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,BOYS & GIRLS CLUBS OF THE EAST VALLEY DBA MESA ARTS ACADEMY,400033,2010-11,32888.98,33192.91,303.93,0,0,0,33192.91,4978.94,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,VALLEY ACADEMY  INC.,400034,2010-11,96110.67,96983.96,873.29,0,0,0,96983.96,14547.59,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,FOOTHILLS ACADEMY,400036,2010-11,31215.67,33462.48,2246.81,0,0,0,33462.48,5019.37,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,TWENTY FIRST CENTURY CHARTER SCHOOLS  INC.,400037,2010-11,15274.87,17711.71,2436.84,0,0,0,17711.71,2656.76,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,EDU-PRIZE  INC.,400040,2010-11,126861.15,128602.15,1741,0,0,0,128602.15,19290.32,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,MARICOPA COUNTY COMMUNITY COLLEGE DISTRICT DBA GATEWAY EARLY,400041,2010-11,30178.9,31083.61,904.71,0,0,0,31083.61,4662.54,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,NEW SCHOOL FOR THE ARTS,400043,2010-11,19473.83,19364.56,-109.27,0,0,0,19364.56,2904.68,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,SALT RIVER PIMA-MARICOPA  COMMUNITY SCHOOLS,400047,2010-11,34307,32716.32,-1590.68,0,0,0,32716.32,4907.45,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,ESPIRITU COMMUNITY DEVELOPMENT CORP.,400052,2010-11,126000.24,111423.73,-14576.51,0,0,0,111423.73,16713.56,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,HERITAGE ACADEMY  INC.,400053,2010-11,45739.31,51175.31,5436,0,0,0,51175.31,7676.3,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,VILLA MONTESSORI CHARTER SCHOOL,400054,2010-11,52411.97,53249.53,837.56,0,0,0,53249.53,7987.43,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,EDUPRENEURSHIP  INC.,400055,2010-11,9775.9,9894.23,118.33,0,0,0,9894.23,1484.13,1,+,0,0,+,+,0,0,0,0,1
2011,Arizona,ARIZONA SCHOOL FOR THE ARTS,400056,2010-11,53276.49,62356.81,9080.32,0,0,0,62356.81,9353.52,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,ARIZONA CALL-A-TEEN YOUTH RESOURCES  INC.,400057,2010-11,17546.45,16399.74,-1146.71,0,0,0,16399.74,2459.96,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,INTELLI-SCHOOL  INC.,400061,2010-11,18523.14,17354.5,-1168.64,0,0,0,17354.5,2603.18,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,VICTORY HIGH SCHOOL  INC.,400067,2010-11,3504.9,3697.94,193.04,0,0,0,3697.94,554.69,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,MONTESSORI DAY PUBLIC SCHOOLS CHARTERED  INC.,400068,2010-11,26465.81,27206.94,741.13,0,0,0,27206.94,4081.04,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,KHALSA MONTESSORI ELEMENTARY SCHOOLS,400069,2010-11,17227.63,16930.8,-296.83,0,0,0,16930.8,2539.62,1,+,0,0,+,+,1,666.08,3.93,7,0
2011,Arizona,TEMPE PREPARATORY ACADEMY,400070,2010-11,29391.47,28377.36,-1014.11,0,0,0,28377.36,4256.6,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,MONTESSORI EDUCATION CENTRE CHARTER SCHOOL,400072,2010-11,41958.52,44658.89,2700.37,0,0,0,44658.89,6698.83,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,KINGMAN ACADEMY OF LEARNING,400074,2010-11,192394.59,192370.12,-24.47,0,0,0,192370.12,28855.52,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,YOUNG SCHOLARS ACADEMY CHARTER SCHOOL CORP.,400075,2010-11,53086.54,51581.11,-1505.43,0,0,0,51581.11,7737.17,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,CAREER DEVELOPMENT  INC.,400077,2010-11,22538.92,17769.05,-4769.87,0,0,0,17769.05,2665.36,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,EDGE SCHOOL  INC.  THE,400078,2010-11,29238.2,30728.25,1490.05,0,0,0,30728.25,4609.24,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,TUCSON YOUTH DEVELOPMENT/ACE CHARTER HIGH SCHOOL,400079,2010-11,25040.2,22943.16,-2097.04,0,0,0,22943.16,3441.47,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,PRESIDIO SCHOOL,400081,2010-11,51014.12,53316.67,2302.55,0,0,0,53316.67,7997.5,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,COLORADO RIVER UNION HIGH SCHOOL DISTRICT,400082,2010-11,342822.63,346714.18,3891.55,0,0,0,346714.18,52007.13,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,PORTABLE PRACTICAL EDUCATIONAL PREPARATION  INC. (PPEP  INC.,400083,2010-11,161807.13,157926.33,-3880.8,0,0,0,157926.33,23688.95,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,SEDONA CHARTER SCHOOL  INC.,400089,2010-11,20495.84,21230.66,734.82,0,0,0,21230.66,3184.6,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,MINGUS SPRINGS CHARTER SCHOOL,400090,2010-11,29546.83,28809.96,-736.87,0,0,0,28809.96,4321.49,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,FRANKLIN PHONETIC PRIMARY SCHOOL  INC.,400092,2010-11,52473.44,54615.06,2141.62,0,0,0,54615.06,8192.26,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,SKYVIEW SCHOOL  INC.,400093,2010-11,18263.78,17698.4,-565.38,0,0,0,17698.4,2654.76,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,AZ-TEC HIGH SCHOOL,400094,2010-11,13596.67,16069.33,2472.66,0,0,0,16069.33,2410.4,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,YUMA PRIVATE INDUSTRY COUNCIL  INC.,400095,2010-11,19850.46,19128.8,-721.66,0,0,0,19128.8,2869.32,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,MOUNTAIN SCHOOL  INC.,400096,2010-11,18929.11,19009.32,80.21,0,0,0,19009.32,2851.4,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,NORTHLAND PREPARATORY ACADEMY,400097,2010-11,32324.11,34243.6,1919.49,0,0,0,34243.6,5136.54,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,FLAGSTAFF JUNIOR ACADEMY,400098,2010-11,29830.3,29693.41,-136.89,0,0,0,29693.41,4454.01,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,LIBERTY HIGH SCHOOL,400099,2010-11,8374.03,6009.89,-2364.14,0,0,0,6009.89,901.48,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,BALL CHARTER SCHOOLS (HEARN),400100,2010-11,65207.74,64482.31,-725.43,0,0,0,64482.31,9672.35,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,OMEGA SCHOOLS D.B.A. OMEGA ACADEMY  INC.,400101,2010-11,76574.58,69571.61,-7002.97,0,0,0,69571.61,10435.74,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,FRIENDLY HOUSE  INC.,400102,2010-11,32810.27,40886.7,8076.43,0,0,0,40886.7,6133.01,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,GLOBAL RENAISSANCE ACADEMY OF DISTINGUISHED EDUCATION,400104,2010-11,5974.49,7225.93,1251.44,0,0,0,7225.93,1083.89,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,DCS PARTNER  INC. DBA DESTINY COMMUNITY SCHOOL.,400105,2010-11,25189.43,24943.12,-246.31,0,0,0,24943.12,3741.47,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.,400106,2010-11,26453.96,25072.31,-1381.65,0,0,0,25072.31,3760.85,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,PHOENIX ADVANTAGE CHARTER SCHOOL  INC.,400109,2010-11,88229.99,80622.68,-7607.31,0,0,0,80622.68,12093.4,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,AMERICAN LEADERSHIP ACADEMY  INC.,400112,2010-11,74168.44,165895.83,91727.39,0,0,0,165895.83,24884.37,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,FOUNTAIN HILLS CHARTER SCHOOL,400113,2010-11,13189.41,14643.74,1454.33,0,0,0,14643.74,2196.56,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,HERMOSA MONTESSORI CHARTER SCHOOL,400115,2010-11,22202.54,20277.62,-1924.92,0,0,0,20277.62,3041.64,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,ARIZONA DEPARTMENT OF CORRECTIONS,400120,2010-11,101240.53,102003.94,763.41,0,0,0,102003.94,15300.59,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,ACCLAIM CHARTER SCHOOL,400122,2010-11,48828.8,59831.84,11003.04,0,0,0,59831.84,8974.78,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,GENESIS PROGRAM  INC.,400124,2010-11,19807.84,18571.42,-1236.42,0,0,0,18571.42,2785.71,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,LUZ ACADEMY OF TUCSON  INC,400125,2010-11,21976.99,19069.31,-2907.68,0,0,0,19069.31,2860.4,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,ACADEMY OF EXCELLENCE  INC.,400128,2010-11,22021.15,23463.01,1441.86,0,0,0,23463.01,3519.45,1,+,0,0,+,+,0,0,0,0,22
2011,Arizona,ACCELERATED ELEMENTARY AND SECONDARY SCHOOLS,400129,2010-11,26515.79,27927.71,1411.92,0,0,0,27927.71,4189.16,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,AMERICAN HERITAGE ACADEMY,400130,2010-11,49413.1,49367.39,-45.71,0,0,0,49367.39,7405.11,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,THE CHARTER FOUNDATION  INC.,400131,2010-11,90480.28,90172.92,-307.36,0,0,0,90172.92,13525.94,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,EMPLOY-ABILITY UNLIMITED  INC.,400133,2010-11,42506.43,39351.5,-3154.93,0,0,0,39351.5,5902.73,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,BASIS SCHOOL  INC.,400134,2010-11,59422.26,61348.7,1926.44,0,0,0,61348.7,9202.31,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,CHALLENGE SCHOOL  INC.,400135,2010-11,62457.33,64610.03,2152.7,0,0,0,64610.03,9691.5,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,CHESTER NEWTON CHARTER AND MONTESSORI SCHOOL,400136,2010-11,8588.53,8273.96,-314.57,0,0,0,8273.96,1241.09,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,DISCOVERY PLUS ACADEMY,400141,2010-11,13155.33,12639.86,-515.47,0,0,0,12639.86,1895.98,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,E.Q. SCHOLARS  INC.,400142,2010-11,15226.67,15428.62,201.95,0,0,0,15428.62,2314.29,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,FLORENCE CRITTENTON SERVICES OF ARIZONA  INC,400144,2010-11,22304.13,14671.87,-7632.26,0,0,0,14671.87,2200.78,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,GEM CHARTER SCHOOL  INC.,400145,2010-11,6873.06,6108.41,-764.65,0,0,0,6108.41,916.26,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,HASAN EDUCATIONAL SERVICES,400147,2010-11,17122.69,17532.83,410.14,0,0,0,17532.83,2629.92,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,EL DORADO PUBLIC CHARTER HIGH SCHOOL,400149,2010-11,47484.77,42174.94,-5309.83,0,0,0,42174.94,6326.24,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,MEXICAYOTL ACADEMY  INC.,400150,2010-11,19465.26,19642.98,177.72,0,0,0,19642.98,2946.45,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,NEW HORIZON SCHOOL FOR THE PERFORMING ARTS,400151,2010-11,18193.14,21992.82,3799.68,0,0,0,21992.82,3298.92,1,+,0,0,+,+,0,0,0,0,2
2011,Arizona,NEW WEST SCHOOL,400152,2010-11,8003.09,7994.84,-8.25,0,0,0,7994.84,1199.23,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,PHOENIX SCHOOL OF ACADEMIC EXCELLENCE THE,400153,2010-11,12541.05,9198.3,-3342.75,0,0,0,9198.3,1379.75,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,SHONTO GOVERNING BOARD OF EDUCATION INC,400154,2010-11,21252.79,13199.62,-8053.17,0,0,0,13199.62,1979.94,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,TUCSON PREPARATORY SCHOOL,400159,2010-11,16738.94,15754.31,-984.63,0,0,0,15754.31,2363.15,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,VISION CHARTER SCHOOL  INC,400160,2010-11,4566.68,4056.75,-509.93,0,0,0,4056.75,608.51,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,WESTWIND CHILDRENS SERVICES,400161,2010-11,48952.75,48207.47,-745.28,0,0,0,48207.47,7231.12,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,VICKI A. ROMERO HIGH SCHOOL,400162,2010-11,45016.23,43518.77,-1497.46,0,0,0,43518.77,6527.82,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,COCONINO COUNTY REGIONAL ACCOMMODATION SD,400163,2010-11,12190.42,30749.31,18558.89,0,0,0,30749.31,4612.4,1,+,0,0,+,+,1,4612.38,15,40,0
2011,Arizona,ARIZONA ACADEMY OF SCIENCE AND TECHNOLOGY  INC,400164,2010-11,12969.32,12674.91,-294.41,0,0,0,12674.91,1901.24,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,KEYSTONE MONTESSORI CHARTER SCHOOL  INC,400165,2010-11,17791.47,17962.41,170.94,0,0,0,17962.41,2694.36,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,BENCHMARK SCHOOL  INC.,400181,2010-11,36727.94,36013.3,-714.64,0,0,0,36013.3,5402,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,CAMBRIDGE ACADEMY  EAST   INC,400182,2010-11,25251.87,44747.04,19495.17,0,0,0,44747.04,6712.06,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,BALL CHARTER SCHOOLS (DOBSON),400184,2010-11,75939.81,75577.97,-361.84,0,0,0,75577.97,11336.7,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,STEPPING STONES ACADEMY,400187,2010-11,15356.31,14808.07,-548.24,0,0,0,14808.07,2221.21,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,ADVANCED EDUCATION SERVICES  INC.,400188,2010-11,10481.11,11591.5,1110.39,0,0,0,11591.5,1738.73,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,LIBERTY TRADITIONAL CHARTER SCHOOL,400190,2010-11,47867.79,60710.53,12842.74,0,0,0,60710.53,9106.58,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,FIT KIDS INC DBA CHAMPION SCHOOLS,400191,2010-11,0,29226.64,29226.64,0,0,0,29226.64,4384,+,+,0,+,+,+,0,0,0,0,0
2011,Arizona,SONORAN DESERT SCHOOL,400192,2010-11,11442.82,8221.46,-3221.36,0,0,0,8221.46,1233.22,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,PIMA COUNTY BOARD OF SUPERVISORS,400201,2010-11,17310.71,15065.06,-2245.65,0,0,0,15065.06,2259.76,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,ACADEMY OF TUCSON  INC.,400202,2010-11,52234.29,59555.11,7320.82,0,0,0,59555.11,8933.27,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,GREAT EXPECTATIONS ACADEMY,400205,2010-11,24078.49,27375.02,3296.53,0,0,0,27375.02,4106.25,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,VECHIJ HIMDAG ALTERNATIVE SCHOOL  INC.,400207,2010-11,6321.57,5819.67,-501.9,0,0,0,5819.67,872.95,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,MOUNTAIN OAK CHARTER SCHOOL  INC.,400208,2010-11,14744.16,13307.85,-1436.31,0,0,0,13307.85,1996.18,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,PARK VIEW SCHOOL  INC.,400209,2010-11,23492.58,51162.59,27670.01,0,0,0,51162.59,7674.39,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,PAINTED PONY RANCH CHARTER SCHOOL,400210,2010-11,10283.71,10242.85,-40.86,0,0,0,10242.85,1536.43,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,MARY ELLEN HALVORSON EDUCATIONAL FOUNDATION. DBA TRI-CITY P,400211,2010-11,17558.22,17551.1,-7.12,0,0,0,17551.1,2632.67,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,BENSON UNIFIED SCHOOL DISTRICT,400212,2010-11,185149.13,191662.94,6513.81,5530.75,5531.08,0.33,197194.02,29579.1,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,PAINTED DESERT DEMONSTRATION PROJECTS  INC.,400213,2010-11,10850.62,11519.74,669.12,0,0,0,11519.74,1727.96,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,SHELBY SCHOOL THE,400214,2010-11,9340.5,3131.05,-6209.45,0,0,0,3131.05,469.66,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,PRECISION ACADEMY SYSTEMS  INC,400216,2010-11,62886.76,58262.62,-4624.14,0,0,0,58262.62,8739.39,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,LITTLE LAMB COMMUNITY SCHOOL,400217,2010-11,17527.24,20882.4,3355.16,0,0,0,20882.4,3132.36,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,CAREER SUCCESS SCHOOLS,400219,2010-11,90822.09,108671.13,17849.04,0,0,0,108671.13,16300.67,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,SOUTH POINTE PUBLIC CHARTER ELEMENTARY SCHOOL,400221,2010-11,59514.79,61155.49,1640.7,0,0,0,61155.49,9173.32,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,DAISY EDUCATION CORPORATION DBA SONORAN SCIENCE ACADEMY,400223,2010-11,72273.59,75704.43,3430.84,0,0,0,75704.43,11355.66,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,HORIZON COMMUNITY LEARNING CENTER  INC.,400225,2010-11,154165.85,153340.89,-824.96,0,0,0,153340.89,23001.13,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,SOUTH POINTE PUBLIC CHARTER JUNIOR HIGH SCHOOL,400227,2010-11,34503.44,33857.09,-646.35,0,0,0,33857.09,5078.56,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,MILESTONES CHARTER SCHOOL,400229,2010-11,25220.89,27461.39,2240.5,0,0,0,27461.39,4119.21,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,PATHFINDER CHARTER SCHOOL FOUNDATION,400230,2010-11,61722.75,65898.91,4176.16,0,0,0,65898.91,9884.84,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,JAMES MADISON PREPARATORY SCHOOL,400231,2010-11,16910.71,17519.98,609.27,0,0,0,17519.98,2628,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,EXCALIBUR CHARTER SCHOOL INC,400235,2010-11,36887.08,32809,-4078.08,0,0,0,32809,4921.35,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,MISSION CHARTER SCHOOL  INC.,400236,2010-11,82323.18,77984.35,-4338.83,0,0,0,77984.35,11697.65,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,PARAMOUNT EDUCATION STUDIES INC,400237,2010-11,38553.07,37137.77,-1415.3,0,0,0,37137.77,5570.67,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,METROPOLITAN ARTS INSTITUTE  INC.,400238,2010-11,22174.05,22719.2,545.15,0,0,0,22719.2,3407.88,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,P.L.C. CHARTER SCHOOLS,400239,2010-11,147895.33,151171.22,3275.89,0,0,0,151171.22,22675.68,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,PARAGON MANAGEMENT  INC.,400241,2010-11,140191.07,147106.37,6915.3,0,0,0,147106.37,22065.96,2,+,0,0,+,+,0,0,0,0,21
2011,Arizona,SKYLINE SCHOOLS  INC.,400243,2010-11,43269.33,39446.33,-3823,0,0,0,39446.33,5916.95,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,CHOICE EDUCATION AND DEVELOPMENT CORPORATION - SEQUOIA CHART,400244,2010-11,145146.7,145314.7,168,0,0,0,145314.7,21797.21,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,CHOICE EDUCATION AND DEVELOPMENT CORPORATION - LEARNING CROS,400245,2010-11,13647.82,27691.07,14043.25,0,0,0,27691.07,4153.66,2,+,0,0,+,+,0,0,0,0,0
2011,Arizona,CHOICE EDUCATION AND DEVELOPMENT CORPORATION - SEQUOIA VILLA,400246,2010-11,21864.58,21434.06,-430.52,0,0,0,21434.06,3215.11,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,TELESIS CENTER FOR LEARNING  INC.,400248,2010-11,52875.92,51286.93,-1588.99,0,0,0,51286.93,7693.04,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,LITTLE SINGER COMMUNITY SCHOOL BOARD INC.,400252,2010-11,2554.22,3362.42,808.2,0,0,0,3362.42,504.36,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,TUCSON COUNTRY DAY SCHOOL  INC.,400255,2010-11,55664.41,62470.24,6805.83,0,0,0,62470.24,9370.54,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,MULTIDIMENSIONAL LITERACY CORP.,400256,2010-11,19240.45,18001.57,-1238.88,0,0,0,18001.57,2700.24,1,+,0,0,+,+,0,0,0,0,0
2011,Arizona,CHILDRENS SUCCESS ACADEMY  INC.,400257,2010-11,14150.17,13550.66,-599.51,0,0,0,13550.66,2032.6,2,+,0,0,+,+,0,0,0,0,0
